Fecha,URL_FBref
2007-08-26,https://fbref.com/en/matches/aac0e735/Racing-Santander-Barcelona-August-26-2007-La-Liga
2007-09-02,https://fbref.com/en/matches/5013416b/Barcelona-Athletic-Club-September-2-2007-La-Liga
2007-09-16,https://fbref.com/en/matches/2257c498/Osasuna-Barcelona-September-16-2007-La-Liga
2007-09-19,https://fbref.com/en/matches/36bc3fde/Barcelona-Lyon-September-19-2007-Champions-League
2007-09-22,https://fbref.com/en/matches/8a472826/Barcelona-Sevilla-September-22-2007-La-Liga
2007-09-26,https://fbref.com/en/matches/9a52cbfa/Barcelona-Zaragoza-September-26-2007-La-Liga
2007-09-29,https://fbref.com/en/matches/e374fd28/Levante-Barcelona-September-29-2007-La-Liga
2007-10-02,https://fbref.com/en/matches/43285b79/Stuttgart-Barcelona-October-2-2007-Champions-League
2007-10-07,https://fbref.com/en/matches/65b0acde/Barcelona-Atletico-Madrid-October-7-2007-La-Liga
2007-10-20,https://fbref.com/en/matches/4bfebc75/Villarreal-Barcelona-October-20-2007-La-Liga
2007-10-23,https://fbref.com/en/matches/07a236f0/Rangers-Barcelona-October-23-2007-Champions-League
2007-10-28,https://fbref.com/en/matches/1c974be0/Barcelona-Almeria-October-28-2007-La-Liga
2007-11-01,https://fbref.com/en/matches/a8a850d9/Valladolid-Barcelona-November-1-2007-La-Liga
2007-11-04,https://fbref.com/en/matches/f27541cc/Barcelona-Real-Betis-November-4-2007-La-Liga
2007-11-07,https://fbref.com/en/matches/ed016d4a/Barcelona-Rangers-November-7-2007-Champions-League
2007-11-10,https://fbref.com/en/matches/b3da1eae/Getafe-Barcelona-November-10-2007-La-Liga
2007-11-24,https://fbref.com/en/matches/962fe4c1/Barcelona-Recreativo-November-24-2007-La-Liga
2007-11-27,https://fbref.com/en/matches/b8a47bdc/Lyon-Barcelona-November-27-2007-Champions-League
2007-12-01,https://fbref.com/en/matches/e3d267b8/Espanyol-Barcelona-December-1-2007-La-Liga
2007-12-09,https://fbref.com/en/matches/f64d6576/Barcelona-Deportivo-La-Coruna-December-9-2007-La-Liga
2007-12-12,https://fbref.com/en/matches/481e1999/Barcelona-Stuttgart-December-12-2007-Champions-League
2007-12-15,https://fbref.com/en/matches/e547045d/Valencia-Barcelona-December-15-2007-La-Liga
2007-12-23,https://fbref.com/en/matches/6b485c36/El-Clasico-Barcelona-Real-Madrid-December-23-2007-La-Liga
2008-01-05,https://fbref.com/en/matches/d285f515/Mallorca-Barcelona-January-5-2008-La-Liga
2008-01-12,https://fbref.com/en/matches/82ac981c/Barcelona-Real-Murcia-January-12-2008-La-Liga
2008-01-20,https://fbref.com/en/matches/436557e8/Barcelona-Racing-Santander-January-20-2008-La-Liga
2008-01-27,https://fbref.com/en/matches/f36b1d94/Athletic-Club-Barcelona-January-27-2008-La-Liga
2008-02-03,https://fbref.com/en/matches/d9dc216c/Barcelona-Osasuna-February-3-2008-La-Liga
2008-02-09,https://fbref.com/en/matches/420e7152/Sevilla-Barcelona-February-9-2008-La-Liga
2008-02-16,https://fbref.com/en/matches/c9de8262/Zaragoza-Barcelona-February-16-2008-La-Liga
2008-02-20,https://fbref.com/en/matches/f1797d69/Celtic-Barcelona-February-20-2008-Champions-League
2008-02-24,https://fbref.com/en/matches/698fdaac/Barcelona-Levante-February-24-2008-La-Liga
2008-03-01,https://fbref.com/en/matches/9a936a6f/Atletico-Madrid-Barcelona-March-1-2008-La-Liga
2008-03-04,https://fbref.com/en/matches/a2a019af/Barcelona-Celtic-March-4-2008-Champions-League
2008-03-09,https://fbref.com/en/matches/6ca223d0/Barcelona-Villarreal-March-9-2008-La-Liga
2008-03-16,https://fbref.com/en/matches/e62e99a6/Almeria-Barcelona-March-16-2008-La-Liga
2008-03-23,https://fbref.com/en/matches/4b1d3c58/Barcelona-Valladolid-March-23-2008-La-Liga
2008-03-29,https://fbref.com/en/matches/3d23e971/Real-Betis-Barcelona-March-29-2008-La-Liga
2008-04-01,https://fbref.com/en/matches/27ec6245/Schalke-04-Barcelona-April-1-2008-Champions-League
2008-04-06,https://fbref.com/en/matches/5f068a5c/Barcelona-Getafe-April-6-2008-La-Liga
2008-04-09,https://fbref.com/en/matches/d1bdb09e/Barcelona-Schalke-04-April-9-2008-Champions-League
2008-04-12,https://fbref.com/en/matches/751d88ff/Recreativo-Barcelona-April-12-2008-La-Liga
2008-04-19,https://fbref.com/en/matches/7d5f5de1/Barcelona-Espanyol-April-19-2008-La-Liga
2008-04-23,https://fbref.com/en/matches/912f36b5/Barcelona-Manchester-United-April-23-2008-Champions-League
2008-04-26,https://fbref.com/en/matches/a7bed48a/Deportivo-La-Coruna-Barcelona-April-26-2008-La-Liga
2008-04-29,https://fbref.com/en/matches/63a7c5fc/Manchester-United-Barcelona-April-29-2008-Champions-League
2008-05-04,https://fbref.com/en/matches/6eb81938/Barcelona-Valencia-May-4-2008-La-Liga
2008-05-07,https://fbref.com/en/matches/92544cf1/El-Clasico-Real-Madrid-Barcelona-May-7-2008-La-Liga
2008-05-11,https://fbref.com/en/matches/e4ec19be/Barcelona-Mallorca-May-11-2008-La-Liga
2008-05-17,https://fbref.com/en/matches/73377fa9/Real-Murcia-Barcelona-May-17-2008-La-Liga
