ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.058072,,,,,,,,,,,,,,,f4ddf2fd-5a0b-4e67-8229-8abbb6506e7d,1873,,"[33.7, 23.3]",69169,44,,,,,-1.4540458,,Right Foot,,"[35.6, 7.1]",,Ground Pass,16.311039,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,1,From Keeper,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,96,Barcelona,217,['7c4ef869-422c-4abd-b17e-78318b763cdd'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:13.457,Pass,,2007/2008
,,,,,,,,,,,,,,,,2.346865,,,,,,,,,,,,,,,e1c9c008-bea2-41c7-b66b-7833f913ebdb,1876,,"[36.3, 5.0]",69169,44,,,,,1.305803,,Left Foot,,"[43.6, 31.9]",,Ground Pass,27.872927,,,,Anderson Luís de Souza,19757.0,,,,,,,1,From Keeper,Eric-Sylvain Bilal Abidal,20177.0,Left Back,96,Barcelona,217,['12c9a7b8-3486-4e15-b16b-30117c370bbc'],14,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:14.889,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.188699,,,,,,,,,,,,,,,95a69e31-3868-41ad-a968-b23b41e7751b,1883,,"[55.8, 34.4]",69169,44,,,,,0.93847686,,Right Foot,,"[63.2, 44.5]",,Ground Pass,12.520782,,,,Ronaldo de Assis Moreira,25879.0,,,,,,,1,From Keeper,Anderson Luís de Souza,19757.0,Left Center Midfield,96,Barcelona,217,['e25f96ad-6e42-4f48-8572-5064bfbca20f'],18,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:18.868,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.727213,,,,,,,,,,,,,,,fc12ecd5-fc97-4c7d-87ae-091104de12d0,1886,,"[68.8, 51.2]",69169,44,,,,,0.6779005,,Right Foot,,"[84.2, 63.6]",,Ground Pass,19.771696,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Keeper,Ronaldo de Assis Moreira,25879.0,Left Wing,96,Barcelona,217,['918d8409-bbb9-4263-8619-daabfc3d0cae'],21,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:21.406,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.940841,,,,,,,,,,,,,,,74e06fdd-7f34-4631-8613-f8618d3f594a,1889,,"[97.2, 59.4]",69169,44,,,,,-0.05823006,,Left Foot,,"[119.5, 58.1]",,Ground Pass,22.33786,,Out,,Ronaldo de Assis Moreira,25879.0,,,,,,,1,From Keeper,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,96,Barcelona,217,['8243f209-691a-4868-b3cd-9332b9dc22b2'],25,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:25.772,Pass,,2007/2008
,,,,,,,,,,,,,,,,3.633036,,,,,,,,,,,,,,,062650be-2f76-4dfd-a427-8d9e8f17e1ad,1891,,"[7.0, 37.0]",69169,44,,,,,0.12804341,,Right Foot,,"[63.7, 44.3]",,High Pass,57.168,,Incomplete,,David López Moreno,25869.0,,,,,,Goal Kick,1,From Goal Kick,Gorka Iraizoz Moreno,6576.0,Goalkeeper,97,Athletic Club,215,"['0bd6be0b-c7b0-4e25-99d9-369e40d81846', '2a57000c-877d-4f77-ad5b-2d0beb3b099f']",51,,,,,,,,,,,,,,,,,,Athletic Club,215,00:44:51.768,Pass,,2007/2008
,,,,,,,,,,,,,,,,8.738697,,,,,,,,,,,,,,,0bd6be0b-c7b0-4e25-99d9-369e40d81846,1894,,"[57.3, 36.7]",69169,44,,,,True,0.64712125,,,,"[114.6, 80.0]",,High Pass,71.82047,,Out,,,,,,True,,,Recovery,1,From Goal Kick,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,97,Athletic Club,215,"['062650be-2f76-4dfd-a427-8d9e8f17e1ad', '46d1bf57-8bc0-4a72-a38e-c09c8c60dd86']",55,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:55.401,Pass,True,2007/2008
,,,,,,,,,,,,,,,,1.501126,,,,,,,,,,,,,,,74c6ac39-8e4e-4e3e-88e8-efaa0bd0616c,1896,,"[9.9, 1.0]",69169,45,,,,,2.0064793,,,,"[4.5, 12.6]",,High Pass,12.795312,,,,Fernando Amorebieta Mardaras,26028.0,,,,,,Throw-in,1,From Throw In,Koikili Lertxundi Del Campo,26479.0,Left Back,98,Athletic Club,215,['625e9d35-d66d-4875-b1a1-a49f17e167e2'],24,,,,,,,,,,,,,,,,,,Athletic Club,215,00:45:24.867,Pass,,2007/2008
,,,,,,,,,,,,,,,,3.3337,,,,,,,,,,,,,,,615567f7-9697-416a-bc4c-dc91db86a663,1899,,"[4.5, 12.6]",69169,45,,,,,0.54807895,,Left Foot,,"[21.7, 23.1]",,High Pass,20.151674,,,,Javier Martínez Aginaga,9399.0,,,,,,,1,From Throw In,Fernando Amorebieta Mardaras,26028.0,Left Center Back,98,Athletic Club,215,['0d128eac-fd0e-4240-bb07-d25c20c4eb47'],26,,,,,,,,,,,,,,,,,,Athletic Club,215,00:45:26.448,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.09837,,,,,,,,,,,,,,,f986f26f-2fdf-435c-b9b4-f9fc0c3ae32d,1901,,"[21.9, 23.3]",69169,45,,,,,0.0,,Head,,"[30.9, 23.3]",,Low Pass,9.0,,Incomplete,,Igor Gabilondo del Campo,26034.0,,,,,,,1,From Throw In,Javier Martínez Aginaga,9399.0,Right Center Midfield,98,Athletic Club,215,"['4d22194f-77c8-4ab3-be38-f3f4c69936b0', '7395a219-3869-41a0-a32c-6fce170532de']",29,,,,,,,,,,,,,,,,,,Athletic Club,215,00:45:29.821,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.041921,,,,,,,,,,,,,,,4d22194f-77c8-4ab3-be38-f3f4c69936b0,1903,,"[90.1, 57.7]",69169,45,,,,,1.2207514,,Head,,"[92.4, 64.0]",,High Pass,6.706713,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,Recovery,1,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,99,Barcelona,217,"['c783e442-dafa-48fd-b0f1-34923ea6b1ce', 'f986f26f-2fdf-435c-b9b4-f9fc0c3ae32d']",30,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:30.920,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.322861,,,,,,,,,,,,,,,649f2df4-baa7-4149-84c2-ae831d7bfafb,1907,,"[85.6, 46.8]",69169,45,,,,,2.8091664,,Left Foot,,"[77.2, 49.7]",,Ground Pass,8.886507,,,,Anderson Luís de Souza,19757.0,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,99,Barcelona,217,"['76059d77-c19b-4e29-9dae-9433f129f3ed', 'd1075fda-0aa7-4da5-b2d6-498645340516']",35,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:35.222,Pass,True,2007/2008
,,,,,,,,,,,,,,,,0.938386,,,,,,,,,,,,,,,2262a833-dc74-4690-ae3f-5c741c23b47a,1910,,"[78.1, 34.0]",69169,45,,,,,-0.5391616,,Right Foot,,"[89.8, 27.0]",,Ground Pass,13.634149,,,,Thierry Henry,15516.0,,,,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,99,Barcelona,217,['24adb385-9ab7-44cf-a46a-e9852486c74a'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:40.584,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.3823,,,,,,,,,,,,,,,49737b26-821d-47ad-b24e-82c30c7e425f,1913,,"[89.8, 27.0]",69169,45,,,,,1.4730694,,Left Foot,,"[90.3, 32.1]",,Ground Pass,5.124451,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Thierry Henry,15516.0,Center Forward,99,Barcelona,217,"['3614a1fd-a0d2-4c8c-b7f5-c0bb7cf2b81e', '578beeea-8854-4153-bc7e-0d40c494ecdd']",41,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:41.725,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.812132,,,,,,,,,,,,,,,1392f1dc-6cce-4219-9caa-b3d480f285d2,1916,,"[82.7, 23.7]",69169,45,,,,,-0.6585659,,Right Foot,,"[99.5, 10.7]",,Ground Pass,21.24241,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,Recovery,1,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,99,Barcelona,217,['3ea1e161-91d0-4090-b6c6-8c853de7a0dd'],42,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:42.959,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.607262,,,,,,,,,,,,,,,7aea5539-9b9f-4c87-83e5-533f09b6f096,1919,,"[99.9, 10.4]",69169,45,,,,,1.2603288,7354a596-f619-4ca8-9900-56fd4824b6d3,Left Foot,True,"[113.6, 53.1]",,High Pass,44.843952,,,,Ronaldo de Assis Moreira,25879.0,True,,True,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,99,Barcelona,217,['4d0a0786-edb2-4634-8d27-661d40e46b73'],44,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:44.931,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.606748,,,,,,,,,,,,,,,1c8e7bef-6f49-4ad5-9bcd-3533a172b17b,1923,,"[120.0, 80.0]",69169,46,,,,,-2.3583543,,Left Foot,,"[96.8, 56.9]",,Ground Pass,32.73912,,,,Anderson Luís de Souza,19757.0,,,,,,Corner,1,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,100,Barcelona,217,['bce070d9-4017-4e7a-81fb-2f22b38e23e5'],7,,,,,,,,,,,,,,,,,,Barcelona,217,00:46:07.672,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.393442,,,,,,,,,,,,,,,f2b97b32-1bc4-4c32-840a-99bd8551c323,1926,,"[96.8, 56.9]",69169,46,,,,,-0.84009856,,Right Foot,,"[113.2, 38.6]",,High Pass,24.57336,,Incomplete,,Ronaldo de Assis Moreira,25879.0,,,,,,,1,From Corner,Anderson Luís de Souza,19757.0,Left Center Midfield,100,Barcelona,217,"['40de12fe-f125-4c12-883a-02a0d79191b4', '8f7c44ba-04e0-41f2-9ac7-2059c80a1def']",10,,,,,,,,,,,,,,,,,,Barcelona,217,00:46:10.452,Pass,,2007/2008
,,,,,,,,,,,,,,,,2.565196,,,,,,,,,,,,,,,baa70159-6c9d-45fc-9c5b-89d18c9511e9,1929,,"[17.7, 45.3]",69169,46,,True,,,-0.54620427,,Drop Kick,,"[55.7, 22.2]",,High Pass,44.470325,,Incomplete,,Markel Susaeta Laskurain,6390.0,,,,,,,1,From Corner,Gorka Iraizoz Moreno,6576.0,Goalkeeper,100,Barcelona,217,"['db5f8b82-ecef-4f9c-8ebf-7b358f7c0da9', 'e79bcc33-30b7-402f-8d53-0a0778f84e24']",14,,,,,,,,,,,,,,,,,,Athletic Club,215,00:46:14.748,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.549999,,,,,,,,,,,,,,,f2a66f9c-d930-448b-805d-ad55874915a5,1933,,"[69.9, 60.0]",69169,46,,,,,0.8547313,,Left Foot,,"[83.3, 75.4]",,Ground Pass,20.413721,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Corner,Gianluca Zambrotta,15774.0,Right Back,100,Barcelona,217,['f2f8629b-acb2-4d2b-958a-476684818096'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:46:17.866,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.591433,,,,,,,,,,,,,,,30d41c6b-a09c-4efd-b0ff-75b4d0fee9b0,1941,,"[78.7, 76.6]",69169,46,,True,,,-1.0955663,,Left Foot,,"[84.0, 66.3]",,Ground Pass,11.58361,,,,Anderson Luís de Souza,19757.0,,,,,,Free Kick,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,101,Barcelona,217,['ac8b4df8-8e17-439a-be7b-5cd0bd3a9e11'],49,,,,,,,,,,,,,,,,,,Barcelona,217,00:46:49.316,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.187955,,,,,,,,,,,,,,,fbffabb3-810e-4935-bb4a-5b492d8562a6,1943,,"[79.1, 68.9]",69169,46,,,,,-2.7133286,,Right Foot,,"[69.9, 64.7]",,Ground Pass,10.113358,,,,Gnégnéri Yaya Touré,3087.0,,,,,,,1,From Free Kick,Anderson Luís de Souza,19757.0,Left Center Midfield,101,Barcelona,217,['522f8fa7-e1ed-4bf2-aba1-92f59b5db2c0'],52,,,,,,,,,,,,,,,,,,Barcelona,217,00:46:52.653,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.734708,,,,,,,,,,,,,,,91852201-aac4-4b88-9d81-4f348fb468a4,1946,,"[68.6, 62.8]",69169,46,,,,,-2.7730575,,Right Foot,,"[44.0, 53.3]",,Ground Pass,26.370628,,,,Rafael Márquez Álvarez,5558.0,,,,,,,1,From Free Kick,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,101,Barcelona,217,['ed1c2330-8b5a-4967-9391-c5dc60965607'],54,,,,,,,,,,,,,,,,,,Barcelona,217,00:46:54.486,Pass,,2007/2008
,,,,,,,,,,,,,,,,2.133498,,,,,,,,,,,,,,,43bc6269-d252-4896-aa40-de7d57a9fb98,1949,,"[44.0, 53.3]",69169,46,,,,,-1.6559557,,Right Foot,,"[41.9, 28.7]",,Ground Pass,24.689472,,,,Oleguer Presas Renom,25873.0,,,,,,,1,From Free Kick,Rafael Márquez Álvarez,5558.0,Right Center Back,101,Barcelona,217,['62cde039-0365-4c7f-9fe8-935230c61637'],56,,,,,,,,,,,,,,,,,,Barcelona,217,00:46:56.261,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.603258,,,,,,,,,,,,,,,eab7ffb9-89eb-4236-b1ae-8b7f9940b749,1952,,"[41.3, 23.7]",69169,46,,,,,-0.74134314,,Right Foot,,"[63.8, 3.1]",,Ground Pass,30.505901,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,1,From Free Kick,Oleguer Presas Renom,25873.0,Left Center Back,101,Barcelona,217,['c0956e24-22dc-41e6-aa28-229c23b85238'],58,,,,,,,,,,,,,,,,,,Barcelona,217,00:46:58.700,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.750135,,,,,,,,,,,,,,,5ebf18e0-601a-4ca4-bc18-43617499eb72,1955,,"[63.8, 3.1]",69169,47,,,,,0.64027184,,Left Foot,,"[78.7, 14.2]",,Low Pass,18.580097,,,,Thierry Henry,15516.0,,,,,,,1,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Back,101,Barcelona,217,['5eea5cd6-2d13-4fa9-8f4a-1c876a430117'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:47:01.709,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.991281,,,,,,,,,,,,,,,60b7592a-60e7-400e-84c5-d407611d24fa,1964,,"[45.2, 71.4]",69169,47,,,,,-0.3027655,,Right Foot,,"[92.9, 56.5]",,High Pass,49.972992,,Incomplete,,Aritz Aduriz Zubeldia,6394.0,,,,,,Free Kick,1,From Free Kick,Andoni Iraola Sagarna,26031.0,Right Back,102,Athletic Club,215,"['e9bf9ffb-32c6-456c-8c94-91bae0757f27', 'f9bffd26-3de7-490b-a06d-ce45ca330b1c']",27,,,,,,,,,,,,,,,,,,Athletic Club,215,00:47:27.877,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.600018,,,,,,,,,,,,,,,cbcd197e-2e46-436d-8c81-ad535cd73ba5,1967,,"[28.1, 23.7]",69169,47,,,,,-2.2991138,,Head,,"[21.5, 16.3]",,Low Pass,9.915645,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,1,From Free Kick,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,102,Athletic Club,215,['e7cdad56-d8b0-41d2-8912-921f6986e03c'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:47:31.150,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.3992,,,,,,,,,,,,,,,00b6ad67-8aed-4d3f-af06-1fbfe6683230,1971,,"[21.5, 14.2]",69169,47,,,,,0.8902751,,Right Foot,,"[24.9, 18.4]",,Low Pass,5.4037023,,Incomplete,,,,,,,,,,1,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Back,102,Athletic Club,215,"['0744fb8a-41c1-4d25-a195-af4353b806ab', '583d7250-0bb2-4441-8133-f2c20279d8c5']",32,,,,,,,,,,,,,,,,,,Barcelona,217,00:47:32.830,Pass,True,2007/2008
,,,,,,,,,,,,,,,,1.767657,,,,,,,,,,,,,,,1d41a68c-8b7d-40e3-9cd6-bc28de78d4c6,1973,,"[77.6, 71.4]",69169,47,,,,,-2.5287724,,Right Foot,,"[64.8, 62.4]",,High Pass,15.647364,,,,Ustaritz Aldekoaotalora Astarloa,26100.0,,,,,,Recovery,1,From Free Kick,Javier Martínez Aginaga,9399.0,Right Center Midfield,102,Athletic Club,215,['2d0640e2-2f6f-4011-89fb-7a732b6f62a3'],35,,,,,,,,,,,,,,,,,,Athletic Club,215,00:47:35.107,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.10246,,,,,,,,,,,,,,,01e1fd40-cfcc-47e6-becc-56348c1554d6,1977,,"[64.2, 56.3]",69169,47,,,,,-1.0487047,,Right Foot,,"[76.8, 34.4]",,Ground Pass,25.265985,,,,Roberto Martínez Rípodas,26478.0,,,,,,,1,From Free Kick,Ustaritz Aldekoaotalora Astarloa,26100.0,Right Center Back,102,Athletic Club,215,['cca91f77-2a8a-4e63-8cfe-192e11bc5d43'],38,,,,,,,,,,,,,,,,,,Athletic Club,215,00:47:38.596,Pass,,2007/2008
,,,,,,,,,,,,,,,,2.358664,,,,,,,,,,,,,,,7950dcec-b948-4453-886d-f5f781db9c03,1980,,"[78.4, 32.9]",69169,47,,,,,0.6262614,,Left Foot,,"[106.6, 53.3]",,High Pass,34.805172,,Incomplete,,Aritz Aduriz Zubeldia,6394.0,,,,,,,1,From Free Kick,Roberto Martínez Rípodas,26478.0,Left Center Midfield,102,Athletic Club,215,"['62a22d4c-9fa8-4676-9af5-401a494a085e', 'c208f7f2-4421-4d83-918d-8d0e3dc86f63']",40,,,,,,,,,,,,,,,,,,Athletic Club,215,00:47:40.927,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.174894,,,,,,,,,,,,,,,15afa2c8-29d7-4341-bee3-c8e9db7ade35,1986,,"[7.9, 22.6]",69169,47,,,,,0.27829966,,Left Foot,,"[20.5, 26.2]",,Ground Pass,13.1041975,,,,Gnégnéri Yaya Touré,3087.0,,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,103,Barcelona,217,"['054447f2-0536-40e1-b7b8-280a05317284', 'c18a1fa4-d9be-4238-b6e8-4dc806164f04']",46,,,,,,,,,,,,,,,,,,Barcelona,217,00:47:46.318,Pass,True,2007/2008
,,,,,,,,,,,,,,,,1.903383,,,,,,,,,,,,,,,a17154cb-b01b-4b60-ad99-a38c695818f3,1989,,"[20.7, 26.8]",69169,47,,,,,2.1413226,,Right Foot,,"[8.7, 45.5]",,Ground Pass,22.219135,,,,Rafael Márquez Álvarez,5558.0,,,,,,,1,Regular Play,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,103,Barcelona,217,['d56819b5-e42c-479c-bd4c-62a433f06f71'],47,,,,,,,,,,,,,,,,,,Barcelona,217,00:47:47.573,Pass,,2007/2008
,,,,,,,,,,,,,,,,3.584331,,,,,,,,,,,,,,,503639da-9cf8-4409-9f1e-6ecf76e45f28,1993,,"[8.9, 56.3]",69169,47,,,,,-0.12914729,,Right Foot,,"[70.5, 48.3]",,High Pass,62.11731,,,,Thierry Henry,15516.0,,,,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Right Center Back,103,Barcelona,217,"['46036add-ef99-4af6-85b7-a74a843bca06', 'c57738b5-8d00-4e6e-b2d6-e193491bf2b9']",50,,,,,,,,,,,,,,,,,,Barcelona,217,00:47:50.952,Pass,True,2007/2008
,,,,,,,,,,,,,,,,1.079734,,,,,,,,,,,,,,,73555035-1b3a-467f-be48-42f2c2a4b862,1995,,"[70.5, 48.3]",69169,47,,,,,2.3923233,,Head,,"[61.9, 56.3]",,High Pass,11.745638,,,,Ronaldo de Assis Moreira,25879.0,,,,,,,1,Regular Play,Thierry Henry,15516.0,Center Forward,103,Barcelona,217,['1f9d6290-6c34-4296-880b-d235e9c29def'],54,,,,,,,,,,,,,,,,,,Barcelona,217,00:47:54.616,Pass,,2007/2008
,,,,,,,,,,,,,,,,4.754131,,,,,,,,,,,,,,,8de53b0c-f865-4026-bb67-7a4170fc6d04,1998,,"[61.5, 56.7]",69169,47,,,,,0.18534794,,Right Foot,,"[112.7, 66.3]",,High Pass,52.092224,,,,Thierry Henry,15516.0,,,,,,,1,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Wing,103,Barcelona,217,['4b734cfa-7cd9-4470-ac87-787508247814'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:47:55.776,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.688283,,,,,,,,,,,,,,,616052f3-204b-4f06-bc15-57c6a52482cf,2010,,"[111.7, 54.8]",69169,48,,,,,-1.9394922,,Right Foot,,"[108.3, 46.0]",,Ground Pass,9.433981,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Thierry Henry,15516.0,Center Forward,103,Barcelona,217,['30ec989f-b512-4551-a796-6055ebb847b6'],10,,,,,,,,,,,,,,,,,,Barcelona,217,00:48:10.214,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.637709,,,,,,,,,,,,,,,9bf47a31-bb18-4c83-ac56-f04d39616665,2013,,"[106.2, 45.5]",69169,48,,,,,2.177784,1761e4a9-9c86-4465-ad71-76fcbb41c6a6,Right Foot,,"[103.7, 49.1]",,Ground Pass,4.382921,,,,Anderson Luís de Souza,19757.0,True,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,103,Barcelona,217,['4c0f4054-334d-45bf-be59-b86c173ee2cd'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:48:11.883,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.669556,,,,,,,,,,,,,,,179a6529-d070-4550-9512-be1681d2ed17,2023,,"[61.0, 41.0]",69169,45,,,,,1.7942729,,Right Foot,,"[60.5, 43.2]",,Ground Pass,2.2561028,,,,Ronaldo de Assis Moreira,25879.0,,,,,,Kick Off,2,From Kick Off,Anderson Luís de Souza,19757.0,Left Center Midfield,104,Barcelona,217,['0c82bf90-deef-4490-89f7-f5a1d41029ad'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.363,Pass,,2007/2008
,,,,,,,,,,,,,,,,2.275873,,,,,,,,,,,,,,,7bc6a06b-e1bc-47d2-9796-823cc0ad396f,2026,,"[61.1, 41.0]",69169,45,,,,,2.167684,,Right Foot,,"[41.8, 69.4]",,Ground Pass,34.3373,,,,Gianluca Zambrotta,15774.0,,,,,,,2,From Kick Off,Ronaldo de Assis Moreira,25879.0,Left Wing,104,Barcelona,217,['4b5f625b-a7ee-4c7b-b017-173b17b5a2a8'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:01.522,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.798055,,,,,,,,,,,,,,,dac357c0-ab3d-4a3e-92aa-d05688d184d7,2029,,"[42.3, 69.4]",69169,45,,,,,-2.2027705,,Right Foot,,"[34.1, 58.2]",,Ground Pass,13.880922,,,,Rafael Márquez Álvarez,5558.0,,,,,,,2,From Kick Off,Gianluca Zambrotta,15774.0,Right Back,104,Barcelona,217,['fbebe95a-3dfd-4cc1-b13c-a94b9cf156eb'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:04.097,Pass,,2007/2008
,,,,,,,,,,,,,,,,2.105387,,,,,,,,,,,,,,,3b13005a-2e01-4333-a52a-ed5a40b15db6,2032,,"[31.3, 54.8]",69169,45,,,,,-1.5273454,,Right Foot,,"[32.5, 27.2]",,Ground Pass,27.626074,,,,Oleguer Presas Renom,25873.0,,,,,,,2,From Kick Off,Rafael Márquez Álvarez,5558.0,Right Center Back,104,Barcelona,217,['80dfc394-6429-4bf3-8fd1-352978fd458a'],7,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:07.295,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.655262,,,,,,,,,,,,,,,d6739b36-54cc-4ab0-aa29-ecb6481ea390,2035,,"[35.3, 26.2]",69169,45,,,,,1.5746722,,Left Foot,,"[35.2, 52.0]",,Ground Pass,25.800194,,,,Rafael Márquez Álvarez,5558.0,,,,,,,2,From Kick Off,Oleguer Presas Renom,25873.0,Left Center Back,104,Barcelona,217,['be48bb35-3947-4c64-9963-d85ff6cd1b5a'],10,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:10.532,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.818328,,,,,,,,,,,,,,,a951d845-b78e-47a1-8237-04166ad091bb,2038,,"[39.8, 53.2]",69169,45,,,,,-1.8191335,,Right Foot,,"[32.7, 25.2]",,Ground Pass,28.886156,,,,Oleguer Presas Renom,25873.0,,,,,,,2,From Kick Off,Rafael Márquez Álvarez,5558.0,Right Center Back,104,Barcelona,217,['4aa2c2e7-3e5f-4c7e-81b6-fae64461148c'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:15.350,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.523926,,,,,,,,,,,,,,,363a52a9-90fd-449b-ad62-3fd658c2e3bc,2041,,"[30.7, 24.8]",69169,45,,,,,1.3092686,,Left Foot,,"[37.9, 51.7]",,Ground Pass,27.846903,,,,Rafael Márquez Álvarez,5558.0,,,,,,,2,From Kick Off,Oleguer Presas Renom,25873.0,Left Center Back,104,Barcelona,217,['a949f460-accc-4cb4-9335-b5f9ee954bed'],18,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:18.246,Pass,,2007/2008
