50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,4c1dd4c6-581c-45eb-81db-bc7f0d4ceb3d,1,,,69293,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 20125, 'name': 'Carles Puyol i Saforcada'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 26613, 'name': 'Maxwell Scherrer Cabelino Andrade'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 5208, 'name': 'Thiago Alcântara do Nascimento'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 11}, {'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 12737, 'name': 'David Villa Sánchez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Barcelona,217,00:00:00.000,Starting XI,,2011/2012
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,9cfbb889-8919-4840-9e16-abe70646f613,2,,,69293,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 26070, 'name': 'Antonio Rodríguez Martínez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 26615, 'name': 'Francisco Jesús Pérez Malia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 6762, 'name': 'Álvaro González Soberón'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 6573, 'name': 'Bernardo José Espinosa Zúñiga'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 24075, 'name': 'Christian Fernández Salas'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 20538, 'name': 'Alexandros Tziolis'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 6925, 'name': 'Jairo Samperio Bustara'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 29}, {'player': {'id': 6867, 'name': 'Papa Kouly Diop'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 6557, 'name': 'Adrián González Morales'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 19577, 'name': 'Pedro Manuel Munitis Álvarez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 26553, 'name': 'Mamadou Koné'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 33}]}",Racing Santander,1217,00:00:00.000,Starting XI,,2011/2012
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f6a1482d-e21b-42e8-9be0-291e8a5b15ea,3,,,69293,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['2329509e-aeda-4412-b2d9-5ea9d3ac7d2b'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2011/2012
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2329509e-aeda-4412-b2d9-5ea9d3ac7d2b,4,,,69293,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['f6a1482d-e21b-42e8-9be0-291e8a5b15ea'],0,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:00:00.000,Half Start,,2011/2012
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,be39113b-513f-42aa-8cb2-68f03e5373b5,2129,,,69293,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,105,Barcelona,217,['cd1e048e-aecf-4d47-9fad-4d30bb65d6df'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2011/2012
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,cd1e048e-aecf-4d47-9fad-4d30bb65d6df,2130,,,69293,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,105,Barcelona,217,['be39113b-513f-42aa-8cb2-68f03e5373b5'],0,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:00:00.000,Half Start,,2011/2012
,,,,,,,,,,,,,,,0.478695,,,,,,,,,,,,2d7f2e77-55a6-441c-820d-1c2add6e0cfd,5,,"[60.0, 40.0]",69293,0,,,,0.86630225,,Right Foot,,,,"[61.7, 42.0]",,Ground Pass,,2.624881,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Kick Off,1,From Kick Off,David Villa Sánchez,12737.0,Left Wing,2,Barcelona,217,['bfccfd03-5413-40ae-855b-69cf5494b1be'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.840,Pass,,2011/2012
,,,,,,,,,,,,,,,1.118402,,,,,,,,,,,,30a3a027-7acf-47e4-85b2-eb119e67c156,8,,"[61.3, 42.4]",69293,0,,,,-2.8654132,,Right Foot,,,,"[42.6, 37.1]",,Ground Pass,,19.436563,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,2,Barcelona,217,['47f157af-ec84-4d31-80eb-060d05243367'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:01.358,Pass,,2011/2012
,,,,,,,,,,,,,,,0.786234,,,,,,,,,,,,9400949e-a5df-45c9-95ec-f45f23dfc884,11,,"[43.4, 38.4]",69293,0,,,,-1.0218543,,Right Foot,,,,"[49.7, 28.1]",,Ground Pass,,12.073939,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Kick Off,Thiago Alcântara do Nascimento,5208.0,Center Defensive Midfield,2,Barcelona,217,['8a463d85-2bc7-4711-b5fb-00261b4ab979'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:03.450,Pass,,2011/2012
,,,,,,,,,,,,,,,1.58967,,,,,,,,,,,,848efdfb-1b4e-41d2-adbd-4308a05c4b08,15,,"[50.1, 24.7]",69293,0,,,,-1.5380977,,Right Foot,,,,"[50.8, 3.3]",,Ground Pass,,21.411446,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,1,From Kick Off,Andrés Iniesta Luján,5216.0,Left Center Midfield,2,Barcelona,217,"['24f43083-6cf9-4d5e-bf0d-4d9852588ee2', '332fc647-75cc-42b6-9b79-f905bff4c026']",5,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:05.406,Pass,True,2011/2012
,,,,,,,,,,,,,,,1.212224,,,,,,,,,,,,dc49588e-9a49-431a-9b7f-98dab353d61b,18,,"[41.9, 4.3]",69293,0,,,,1.9825425,,Left Foot,,,,"[35.0, 20.1]",,Ground Pass,,17.24094,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Kick Off,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,2,Barcelona,217,['4bf39462-f641-4243-9580-2afb536dbe83'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:09.184,Pass,,2011/2012
,,,,,,,,,,,,,,,1.818283,,,,,,,,,,,,a63f1d28-1b34-4dcb-a0e9-27367d82e5e4,21,,"[35.0, 22.8]",69293,0,,,,1.516709,,Right Foot,,,,"[36.7, 54.2]",,Ground Pass,,31.445986,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Left Center Back,2,Barcelona,217,['55dfa98c-7b71-4639-96bc-6830ce95fde3'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:11.791,Pass,,2011/2012
,,,,,,,,,,,,,,,1.996277,,,,,,,,,,,,c4ff29a9-e48f-4ec6-8055-38e3f294c42a,24,,"[55.8, 53.9]",69293,0,,,,-1.762298,,Right Foot,,,,"[50.1, 24.5]",,Ground Pass,,29.947454,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['c3fcdd09-628f-42f3-a5cf-8d74af97fd40'],18,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:18.554,Pass,,2011/2012
,,,,,,,,,,,,,,,2.247936,,,,,,,,,,,,c6f569cd-ed0b-4c92-a99d-0db8e075283c,27,,"[56.2, 23.3]",69293,0,,,,1.4974457,,Right Foot,,,,"[58.5, 54.6]",,Ground Pass,,31.384392,,Incomplete,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Left Center Back,2,Barcelona,217,"['6da9979b-9f86-44ae-a638-628c0d27c047', 'bc2799ab-e3c0-464f-a525-0ac3a068dc03']",23,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:23.522,Pass,,2011/2012
