bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_success_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,f7c48d99-e8a2-41d5-8672-62796e27482b,1,,,69245,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 11179, 'name': 'Iker Casillas Fernández'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 7030, 'name': 'Raúl Albiol i Tortajada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 18}, {'player': {'id': 10805, 'name': 'Ricardo Alberto Silveira de Carvalho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 5552, 'name': 'Marcelo Vieira da Silva Júnior'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 12}, {'player': {'id': 20016, 'name': 'Kléper Laveran Lima Ferreira'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 3}, {'player': {'id': 5566, 'name': 'Sami Khedira'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 20133, 'name': 'Xabier Alonso Olano'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 5207, 'name': 'Cristiano Ronaldo dos Santos Aveiro'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 19677, 'name': 'Karim Benzema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Real Madrid,220,00:00:00.000,Starting XI,,2010/2011
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2543e745-2928-4a54-b70b-bf92d57f42a1,2,,,69245,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 20125, 'name': 'Carles Puyol i Saforcada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 22102, 'name': 'Adriano Correia Claro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 12737, 'name': 'David Villa Sánchez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Barcelona,217,00:00:00.000,Starting XI,,2010/2011
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,b6c01026-857b-45b1-bdc6-5fa1e105f390,3,,,69245,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,['de6c4dad-1f33-4181-a9e2-a7e818966ad9'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2010/2011
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,de6c4dad-1f33-4181-a9e2-a7e818966ad9,4,,,69245,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,['b6c01026-857b-45b1-bdc6-5fa1e105f390'],0,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.000,Half Start,,2010/2011
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,832f141f-bfa0-4d3f-95c8-78a91bf283d1,1871,,,69245,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,127,Barcelona,217,['c24e936c-8425-4f5f-b3bc-854e4074c1d2'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2010/2011
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,c24e936c-8425-4f5f-b3bc-854e4074c1d2,1872,,,69245,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,127,Barcelona,217,['832f141f-bfa0-4d3f-95c8-78a91bf283d1'],0,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.000,Half Start,,2010/2011
,,,,,,,,,,,,,,,0.450428,,,,,,,,,,,,,,,,,547e62c5-e466-47b8-8816-c84fe1904328,5,,"[60.0, 40.0]",69245,0,,,,,1.8766752,,Right Foot,,,"[58.8, 43.8]",Ground Pass,,3.9849718,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Kick Off,1,From Kick Off,David Villa Sánchez,12737.0,Left Wing,2,Barcelona,217,['f8a5c2b5-a684-4e86-9874-e3a30e36ca84'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:00:01.197,Pass,,2010/2011
,,,,,,,,,,,,,,,1.749129,,,,,,,,,,,,,,,,,2508f09c-f0fb-4af1-b44f-47b21de6697b,8,,"[58.8, 43.8]",69245,0,,,,,-3.050933,,Right Foot,,,"[45.6, 42.6]",Ground Pass,,13.254434,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,2,Barcelona,217,['217796ad-177d-47b7-861c-23b318462bff'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:00:01.687,Pass,,2010/2011
,,,,,,,,,,,,,,,1.557407,,,,,,,,,,,,,,,,,00f21cec-7914-4a1c-bc13-a93592a8609b,11,,"[45.4, 41.7]",69245,0,,,,,-2.3607194,,Right Foot,,,"[34.3, 30.7]",Ground Pass,,15.62722,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['3aeb7154-00c5-4ad8-99fd-64d73d795d97'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:00:04.623,Pass,,2010/2011
,,,,,,,,,,,,,,,1.163269,,,,,,,,,,,,,,,,,970ecd10-f75d-4ebd-ac9c-1104aa88139b,14,,"[33.1, 29.7]",69245,0,,,,,0.4388593,,Right Foot,,,"[42.9, 34.3]",Ground Pass,,10.825895,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Left Center Back,2,Barcelona,217,['09559dbc-a821-446f-ac3a-79b8dffa1eaa'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:00:06.831,Pass,,2010/2011
,,,,,,,,,,,,,,,0.756874,,,,,,,,,,,,,,,,,6316d306-f5e9-4b4a-9674-16ed8bba26c5,24,,"[54.1, 33.9]",69245,0,,,,,0.97361964,,Right Foot,,,"[60.9, 43.9]",Ground Pass,,12.092973,,,Xavier Hernández Creus,20131.0,,,,,Free Kick,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,['7de8dd16-8a4c-48a1-a69f-8c1d32bab4b1'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:00:25.523,Pass,,2010/2011
,,,,,,,,,,,,,,,0.801227,,,,,,,,,,,,,,,,,6287aa92-483f-4317-b424-be1984f6804e,27,,"[60.9, 43.9]",69245,0,,,,,-2.1561108,,Right Foot,,,"[55.2, 35.3]",Ground Pass,,10.317461,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,3,Barcelona,217,['44d19085-530e-4996-866b-6ec6c6745995'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:00:26.600,Pass,,2010/2011
,,,,,,,,,,,,,,,1.565641,,,,,,,,,,,,,,,,,2ce4cfb0-f9b6-4415-bd1d-14ab218fdb90,30,,"[55.2, 35.3]",69245,0,,,,,2.0458071,,Right Foot,,,"[48.0, 49.3]",Ground Pass,,15.742935,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,['0acbf452-0268-4ccc-b147-afc89156134e'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:00:28.201,Pass,,2010/2011
,,,,,,,,,,,,,,,2.066794,,,,,,,,,,,,,,,,,368dabd1-facc-4b0b-9468-3981a002e355,33,,"[48.0, 49.3]",69245,0,,,,,-1.910509,,Right Foot,,,"[39.2, 24.4]",Ground Pass,,26.409279,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Right Center Back,3,Barcelona,217,['1fa8e216-c57c-4df3-a2b2-11c07423f298'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:00:31.066,Pass,,2010/2011
,,,,,,,,,,,,,,,1.8554,,,,,,,,,,,,,,,,,8fa7d533-ba70-4ff6-92eb-6cea2b3cf974,36,,"[47.5, 21.1]",69245,0,,,,,-0.26625204,,Right Foot,,,"[86.0, 10.6]",High Pass,,39.90614,Incomplete,,David Villa Sánchez,12737.0,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Left Center Back,3,Barcelona,217,"['70b75dce-ce61-4fec-9323-e3cd875766d5', 'dddb1d0b-1a9d-4a5e-b878-d69b562d6841']",35,,,,,,,,,,,,,,,,,Barcelona,217,00:00:35.732,Pass,,2010/2011
,,,,,,,,,,,,,,,0.9591,,,,,,,,,,,,,,,,,dddb1d0b-1a9d-4a5e-b878-d69b562d6841,38,,"[34.1, 69.5]",69245,0,,,,,0.008888654,,Head,,,"[56.6, 69.7]",High Pass,,22.500889,,,Sami Khedira,5566.0,,,,,Recovery,1,Regular Play,Sergio Ramos García,5201.0,Right Back,4,Real Madrid,220,"['20c336c6-573c-490f-b1f0-4202ce039dff', '8fa7d533-ba70-4ff6-92eb-6cea2b3cf974']",37,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:37.587,Pass,,2010/2011
,,,,,,,,,,,,,,,1.6344,,,,,,,,,,,,,,,,,f287f544-a819-40a0-b29f-71e97c3abaec,40,,"[56.2, 77.7]",69245,0,,,,,-0.114876606,,Head,,,"[69.2, 76.2]",High Pass,,13.086252,Incomplete,,,,,,,,,1,Regular Play,Sami Khedira,5566.0,Right Center Midfield,4,Real Madrid,220,['f27f8016-76db-4791-ad72-fa689ec5e443'],41,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:41.372,Pass,,2010/2011
,,,,,,,,,,,,,,,1.290925,,,,,,,,,,,,,,,,,683a6018-8c74-43b3-bd84-9f9fe5cc2539,43,,"[42.4, 69.2]",69245,0,,,,True,-0.09858052,,,,,"[51.5, 68.3]",High Pass,,9.144397,Incomplete,,,,,,,,,1,Regular Play,Raúl Albiol i Tortajada,7030.0,Right Center Back,4,Real Madrid,220,"['244ff228-df3a-41cd-a08a-1a4a5ce6c8ff', 'e952208d-49ce-4407-9fbd-0facf5eb7fdb']",47,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:47.361,Pass,True,2010/2011
,,,,,,,,,,,,,,,0.980643,,,,,,,,,,,,,,,,,e952208d-49ce-4407-9fbd-0facf5eb7fdb,45,,"[68.6, 11.8]",69245,0,,,,,-0.7853982,,Head,,,"[76.2, 4.2]",High Pass,,10.748023,,,Adriano Correia Claro,22102.0,,,,,Recovery,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,4,Real Madrid,220,"['683a6018-8c74-43b3-bd84-9f9fe5cc2539', 'd849ca47-d061-4c5f-be15-69e1e0473b3a']",48,,,,,,,,,,,,,,,,,Barcelona,217,00:00:48.652,Pass,,2010/2011
,,,,,,,,,,,,,,,1.756065,,,,,,,,,,,,,,,,,4196293d-2394-40b2-8bd1-c0619829480f,55,,"[64.8, 80.0]",69245,1,,,,,-0.4168069,,,,,"[77.9, 74.2]",High Pass,,14.326549,Incomplete,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,Throw-in,1,From Throw In,Sergio Ramos García,5201.0,Right Back,5,Real Madrid,220,"['a20c2abb-89ef-4618-95b8-890cf03b89f6', 'b511973c-5fe0-42f3-a147-fb0af1b13baa']",6,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:06.546,Pass,,2010/2011
