bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,0.548462,,,,,,,,,,,,,,a45a8169-314b-4a55-9aad-c313b068cdcd,3619,,,"[4.4, 57.7]",303700,87,,,,-0.01738955,,Right Foot,,,,"[15.9, 57.5]",,Ground Pass,,11.501739,,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,Regular Play,Nélson Cabral Semedo,6374.0,Right Back,170,Barcelona,217,['b1682636-27c4-420f-a16f-6eadb471971c'],8,,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:08.606,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.460603,,,,,,,,,,,,,,b62d92f6-a8bf-47c0-8533-39b3e9acabe1,3622,,,"[15.9, 57.5]",303700,87,,,,1.4542103,,Left Foot,,,,"[17.2, 68.6]",,Ground Pass,,11.175867,,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,170,Barcelona,217,['a2335088-b1be-412d-96ed-f9a91149cbdf'],9,,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:09.195,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.601658,,,,,,,,,,,,,,f7916a65-fcbe-45d5-9fa0-d8d4c447be38,3626,,,"[16.4, 64.5]",303700,87,,,,-2.1421337,,Right Foot,,,,"[3.8, 44.9]",,Ground Pass,,23.300644,,,,,Marc-André ter Stegen,20055.0,,,,,Free Kick,2,From Free Kick,Samuel Yves Umtiti,5492.0,Right Center Back,171,Barcelona,217,['e005f182-c0a2-4ee6-a67d-8ffccd098393'],46,,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:46.185,Pass,,2019/2020
,,,,,,,,,,,,,,,,2.470607,,,,,,,,,,,,,,15704d44-b93a-454c-9d51-90902062c211,3629,,,"[6.1, 46.1]",303700,87,,,,-0.76709735,,Right Foot,,,,"[36.7, 16.6]",,High Pass,,42.504234,,,,,Jordi Alba Ramos,5211.0,,,,,,2,From Free Kick,Marc-André ter Stegen,20055.0,Goalkeeper,171,Barcelona,217,['1db7cf18-ef95-4477-845c-ed285b7eb178'],49,,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:49.538,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.902929,,,,,,,,,,,,,,c5e81ef6-3bea-4f6c-8480-2cf9aca22cbc,3632,,,"[36.7, 16.6]",303700,87,,,,3.1041102,,Left Foot,,,,"[12.7, 17.5]",,Ground Pass,,24.016869,,,,,Clément Lenglet,6826.0,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,171,Barcelona,217,['327f5a57-63b6-473c-b9b5-6aa717d039e5'],52,,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:52.180,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.840628,,,,,,,,,,,,,,d9e57511-e00e-4b49-9c53-e85fc7f9f00b,3635,,,"[19.2, 24.1]",303700,87,,,,0.0,,Left Foot,,,,"[30.5, 24.1]",,Ground Pass,,11.3,,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Free Kick,Clément Lenglet,6826.0,Left Center Back,171,Barcelona,217,['32057c4e-680e-47a1-83b0-a96f0ee0e810'],58,,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:58.080,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.524154,,,,,,,,,,,,,,5e9891ed-fdb1-4a89-a463-d0df57b6e539,3638,,,"[30.3, 24.7]",303700,87,,,,-1.1685748,,Right Foot,,,,"[38.0, 6.6]",,Ground Pass,,19.669773,,,,,Jordi Alba Ramos,5211.0,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,171,Barcelona,217,"['9e8f6cbb-af0e-48a7-acd9-66474d8811ed', 'c967115d-1aef-435b-b573-f42ba8faa335']",58,,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:58.921,Pass,True,2019/2020
,,,,,,,,,,,,,,,,1.073785,,,,,,,,,,,,,,bad65562-a442-4741-b63a-c18a1f9e0d1d,3641,,,"[42.7, 8.3]",303700,88,,,,1.9865102,,Left Foot,,,,"[37.8, 19.4]",,Ground Pass,,12.133425,,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,171,Barcelona,217,['2785fe05-432f-4398-bd1a-0cdf8b60b88e'],2,,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:02.800,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.713125,,,,,,,,,,,,,,2bb21f07-cd70-4e43-9232-cc2e5691c288,3644,,,"[38.2, 17.9]",303700,88,,,,-1.1866269,,Right Foot,,,,"[42.0, 8.5]",,Ground Pass,,10.139033,,,,,Jordi Alba Ramos,5211.0,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,171,Barcelona,217,['74ed5384-0c22-4d97-9128-78ddc6bddc88'],5,,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:05.666,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.70179,,,,,,,,,,,,,,d1205642-142a-4e56-afa0-f5bd8e8b5f61,3647,,,"[44.6, 7.0]",303700,88,,,,-0.45857152,,Left Foot,,,,"[52.5, 3.1]",,Ground Pass,,8.810222,,,,,Ivan Rakitić,5470.0,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,171,Barcelona,217,['28e2799d-97ea-4f67-8ef4-85ec92fc5691'],8,,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:08.618,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.288644,,,,,,,,,,,,,,cbfc5396-24cc-468e-bb68-5ffd6b0f3511,3650,,,"[52.5, 3.1]",303700,88,,,,2.6387494,,Right Foot,,,,"[48.5, 5.3]",,High Pass,,4.565085,,,Incomplete,,Clément Lenglet,6826.0,,,,,,2,From Free Kick,Ivan Rakitić,5470.0,Left Center Midfield,171,Barcelona,217,"['071931e2-ac85-416c-9595-b7993e0e3063', '4ce988fb-346e-42e9-b56d-e67ca744171b']",10,,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:10.154,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.6579,,,,,,,,,,,,,,f1e6af16-d903-4434-9ab5-16f389aa8563,3653,,,"[29.6, 0.1]",303700,88,,,,2.9881132,,,,,,"[11.5, 2.9]",,Low Pass,,18.315294,,,,,Clément Lenglet,6826.0,,,,,Throw-in,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,172,Barcelona,217,['6d0a7d79-0fea-44ed-9b20-88f3e67fc159'],26,,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:26.535,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.953696,,,,,,,,,,,,,,898f0de8-ff06-4ca2-88b5-b01ebb3f298d,3657,,,"[3.1, 11.7]",303700,88,,,,1.7545408,,Left Foot,,,,"[1.0, 23.0]",,Ground Pass,,11.493477,,,,,Marc-André ter Stegen,20055.0,,,,,,2,From Throw In,Clément Lenglet,6826.0,Left Center Back,172,Barcelona,217,"['7d29941d-cd04-48df-ba22-2eb631378836', '90ee2216-3ad0-4eb5-a400-9bd9841e9418']",30,,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:30.314,Pass,True,2019/2020
,,,,,,,,,,,,,,,,3.267376,,,,,,,,,,,,,,1292436b-8af2-4b2a-a50e-65facadc9803,3660,,,"[1.0, 23.0]",303700,88,,,,-0.41200992,,Left Foot,,,,"[53.4, 0.1]",,High Pass,,57.185402,,,Out,,,,,,,,,2,From Throw In,Marc-André ter Stegen,20055.0,Goalkeeper,172,Barcelona,217,,31,,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:31.307,Pass,,2019/2020
,,,,,,,,,,,,,,,,2.839998,,,,,,,,,,,,,,e674cb1a-83e3-4a60-921a-5bbee18878cf,3661,,,"[66.7, 80.0]",303700,88,,,,-2.5696237,,,,,,"[50.7, 69.7]",,Low Pass,,19.028662,,,,,Paulo André Rodrigues de Oliveira,6708.0,,,,,Throw-in,2,From Throw In,Pablo Ezequiel De Blasis,8555.0,Right Back,173,Eibar,322,['e2becea9-8cd0-4d6b-80e3-fa4bd1e3ddce'],36,,,,,,,,,,,,,,,,,,,Eibar,322,00:43:36.327,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.679999,,,,,,,,,,,,,,37134484-98d7-4920-8896-668b604adb81,3664,,,"[50.2, 65.4]",303700,88,,,,-1.8439493,,Right Foot,,,,"[43.0, 39.7]",,Ground Pass,,26.68951,,,,,Anaitz Arbilla Zabala,6709.0,,,,,,2,From Throw In,Paulo André Rodrigues de Oliveira,6708.0,Right Center Back,173,Eibar,322,['d2ce3f00-5fa3-4dec-ad0a-538a7ba12469'],40,,,,,,,,,,,,,,,,,,,Eibar,322,00:43:40.247,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.799999,,,,,,,,,,,,,,0560eaf4-b9cd-4c7f-8584-badfee657820,3667,,,"[48.3, 35.7]",303700,88,,,,-0.42628184,,Right Foot,,,,"[70.1, 25.8]",,Ground Pass,,23.94264,,,,,Eduardo Expósito Jaén,6910.0,,,,,,2,From Throw In,Anaitz Arbilla Zabala,6709.0,Left Center Back,173,Eibar,322,['7ae68ab2-beee-49b1-af66-b4cbecc685f8'],44,,,,,,,,,,,,,,,,,,,Eibar,322,00:43:44.207,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.12,,,,,,,,,,,,,,f298d817-f8cd-4fe0-b71b-c80b4ad56eb2,3670,,,"[69.1, 31.8]",303700,88,,,,1.2016037,,Right Foot,,,,"[76.8, 51.7]",,Ground Pass,,21.337759,,,,,Papa Kouly Diop,6867.0,,,,,,2,From Throw In,Eduardo Expósito Jaén,6910.0,Right Midfield,173,Eibar,322,['0055ac62-c880-4636-8791-fa3bb782e56a'],48,,,,,,,,,,,,,,,,,,,Eibar,322,00:43:48.167,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.32,,,,,,,,,,,,,,94d96a50-d10d-4c12-9e4d-d3ba8bdbf50e,3673,,,"[74.4, 56.6]",303700,88,,,,0.89331067,,Right Foot,,,,"[85.1, 69.9]",,Ground Pass,,17.069857,,,,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,,2,From Throw In,Papa Kouly Diop,6867.0,Left Center Midfield,173,Eibar,322,['c904c997-6523-429e-ad23-d55e2094fc9a'],51,,,,,,,,,,,,,,,,,,,Eibar,322,00:43:51.007,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.72,,,,,,,,,,,,,,957ed8dc-7b80-4450-a543-8facfe0e907c,3676,,,"[89.6, 57.5]",303700,88,,,,-1.8096542,,Right Foot,,,,"[82.1, 26.7]",,Ground Pass,,31.7,,,,,Sergio Álvarez Díaz,13107.0,,,,,,2,From Throw In,Fabián Ariel Orellana Valenzuela,7105.0,Left Midfield,173,Eibar,322,['f301451b-ecba-46da-9ee3-8ee66d9ecff2'],55,,,,,,,,,,,,,,,,,,,Eibar,322,00:43:55.927,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,7efb4250-5c94-4b82-965d-40475244084f,3679,,,"[89.6, 22.6]",303700,88,,,,-0.5186206,,Right Foot,,,,"[110.1, 10.9]",,Ground Pass,,23.603813,,,,,José Ángel Valdés Díaz,6705.0,,,,,,2,From Throw In,Sergio Álvarez Díaz,13107.0,Right Center Midfield,173,Eibar,322,['d093c0a4-2478-484f-999c-6040b6edbe17'],59,,,,,,,,,,,,,,,,,,,Eibar,322,00:43:59.407,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.804435,,,,,,,,,,,,,,0d392c42-c5d0-402e-a126-41b8168d10ee,3682,,,"[110.1, 10.9]",303700,89,,,,1.6749634,,Left Foot,True,,,"[107.8, 32.9]",,Ground Pass,,22.1199,,,Incomplete,,Takashi Inui,5687.0,,,,,,2,From Throw In,José Ángel Valdés Díaz,6705.0,Left Back,173,Eibar,322,"['53c09d9d-f0e3-4e59-a4c8-210f23e3b069', '9dbaabe4-c81e-4417-8db5-33ed6e5312b3']",1,,,,,,,,,,,,,,,,,,,Eibar,322,00:44:01.247,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.476083,,,,,,,,,,,,,,41d32974-fb52-40ac-9f65-a391b5a7d788,3693,,,"[41.8, 33.5]",303700,89,,,,1.8179325,,Right Foot,,,,"[36.3, 55.3]",,Ground Pass,,22.483105,,,,,Samuel Yves Umtiti,5492.0,,,,,Free Kick,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,175,Barcelona,217,['67faf905-6586-43a7-9c9a-2aefda62f7cc'],37,,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:37.156,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.769327,,,,,,,,,,,,,,cbc25c38-a8b3-4300-9d0b-604221bece12,3697,,,"[35.4, 53.8]",303700,89,,,,-0.7378151,,Left Foot,,,,"[43.1, 46.8]",,Ground Pass,,10.406248,,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Free Kick,Samuel Yves Umtiti,5492.0,Right Center Back,175,Barcelona,217,"['0413b176-bd01-48e3-8cb3-b284b84886f9', 'c712619c-ed91-4d06-9d9c-95e4a1512be4']",39,,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:39.267,Pass,True,2019/2020
,,,,,,,,,,,,,,,,1.164745,,,,,,,,,,,,,,df95d952-ad14-4a7e-a938-8c0659c1fa71,3699,,,"[43.1, 46.8]",303700,89,,,,1.4678407,,Right Foot,,,,"[45.9, 73.9]",,Ground Pass,,27.244265,,,,,Nélson Cabral Semedo,6374.0,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,175,Barcelona,217,"['0413b176-bd01-48e3-8cb3-b284b84886f9', 'eabbb686-ef7d-4c63-854d-23cec403c6df']",40,,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:40.037,Pass,True,2019/2020
,,,,,,,,,,,,,,,,0.675052,,,,,,,,,,,,,,1c2a8282-9598-4d7b-a3c2-fdde96fd88d9,3702,,,"[48.7, 70.3]",303700,89,,,,0.5036263,,Right Foot,,,,"[58.5, 75.7]",,Ground Pass,,11.1892805,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Free Kick,Nélson Cabral Semedo,6374.0,Right Back,175,Barcelona,217,['bd7c6481-6a05-47ec-b558-c8715e816e24'],42,,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:42.136,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.566418,,,,,,,,,,,,,,4c156327-8537-4687-9c10-9e7b31e0c220,3707,,,"[51.0, 67.5]",303700,89,,,,-2.7448199,,Left Foot,,,,"[33.1, 60.0]",,Ground Pass,,19.40773,,,,,Samuel Yves Umtiti,5492.0,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,175,Barcelona,217,"['3f3176c4-8383-4eba-a41a-57e4aee152d7', 'b1e769c4-c8d7-4aeb-af30-2318ca9cb27d']",46,,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:46.042,Pass,True,2019/2020
,,,,,,,,,,,,,,,,1.213984,,,,,,,,,,,,,,45148d87-8aa4-4542-aeef-4672add3f6ca,3711,,,"[26.2, 58.1]",303700,89,,,,-1.1577048,,Left Foot,,,,"[39.7, 27.3]",,Low Pass,,33.628708,,,,,Ivan Rakitić,5470.0,,,,,,2,From Free Kick,Samuel Yves Umtiti,5492.0,Right Center Back,175,Barcelona,217,"['0d357074-7705-45ac-b7e0-5cde03d7cabe', 'd7081364-8117-43e1-a6d7-63635fa43d0b']",50,,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:50.022,Pass,True,2019/2020
,,,,,,,,,,,,,,,,0.495669,,,,,,,,,,,,,,bf4be662-501f-4123-b12e-b188f04d36a6,3715,,,"[24.5, 23.0]",303700,89,,,,-1.5270287,,Right Foot,,,,"[25.1, 9.3]",,Ground Pass,,13.713133,,,,,Clément Lenglet,6826.0,,,,,,2,From Free Kick,Ivan Rakitić,5470.0,Left Center Midfield,175,Barcelona,217,['67e1c786-61c5-414d-9c4c-951864e22b21'],54,,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:54.799,Pass,,2019/2020
,,,,,,,,,,,,,,,,2.214077,,,,,,,,,,,,,,724ba1a7-22ce-4859-b3f8-cbd20b75ba5f,3719,,,"[25.1, 7.8]",303700,89,,,,-0.1967964,,Left Foot,,,,"[57.2, 1.4]",,High Pass,,32.73179,,,,,Antoine Griezmann,5487.0,,,,,,2,From Free Kick,Clément Lenglet,6826.0,Left Center Back,175,Barcelona,217,['6dafa345-18c2-49ea-a09c-b3d30b178e35'],56,,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:56.264,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.952275,,,,,,,,,,,,,,7d7f3f9a-951b-48b7-9b82-31e6e2e97c96,3723,,,"[57.2, 0.6]",303700,89,,,,1.1686823,,Left Foot,,,,"[60.9, 9.3]",,Low Pass,,9.4541,,,,,Ivan Rakitić,5470.0,,,,,,2,From Free Kick,Antoine Griezmann,5487.0,Left Wing,175,Barcelona,217,"['6bfb2357-6ada-4ea3-888a-26048c9fe8ac', '779b6eb9-d3f7-4dc3-a1fe-1fa825752204']",59,,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:59.081,Pass,True,2019/2020
,,,,,,,,,,,,,,,,1.680329,,,,,,,,,,,,,,84c8615b-24a1-4b20-9d04-9ea371adcaf1,3725,,,"[60.9, 9.3]",303700,90,,,,-0.4896158,,Right Foot,,,,"[76.1, 1.2]",,Ground Pass,,17.22353,,,,,Antoine Griezmann,5487.0,,,,,,2,From Free Kick,Ivan Rakitić,5470.0,Left Center Midfield,175,Barcelona,217,['3161b47c-3ea5-49a5-a72b-5e89a2987f6c'],0,,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:00.034,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.782791,,,,,,,,,,,,,,8f2bc285-00fa-4ec8-8a6d-c2866e183107,3728,,,"[86.8, 11.3]",303700,90,,,,0.87401235,,Left Foot,True,,,"[110.9, 40.1]",,Ground Pass,,37.553295,,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,From Free Kick,Antoine Griezmann,5487.0,Left Wing,175,Barcelona,217,"['00516b9e-8b88-441b-9aea-492c005fe073', '5ac1a73b-de18-4257-a01f-525195c4e185']",3,,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:03.456,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.28,,,,,,,,,,,,,,37a4aa19-76ec-474a-ab10-6cdf920de659,3731,,,"[15.2, 35.9]",303700,90,True,,,-1.0128732,,Keeper Arm,,,,"[23.5, 22.6]",,Low Pass,,15.677372,,,,,José Ángel Valdés Díaz,6705.0,,,,,,2,From Keeper,Marko Dmitrović,6698.0,Goalkeeper,176,Eibar,322,['f72cadf0-a8ae-432b-8ea7-03ad10c71eea'],10,,,,,,,,,,,,,,,,,,,Eibar,322,00:45:10.319,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.04,,,,,,,,,,,,,,ad57e31c-c1f3-4199-84cd-68ae86e09a6d,3733,,,"[34.8, 18.6]",303700,90,,,,-0.6623481,,Right Foot,,,,"[50.7, 6.2]",,Ground Pass,,20.163582,,,,,Takashi Inui,5687.0,,,,,,2,From Keeper,José Ángel Valdés Díaz,6705.0,Left Back,176,Eibar,322,['c2a3d471-257f-43ba-b65c-3fc213de0c1d'],13,,,,,,,,,,,,,,,,,,,Eibar,322,00:45:13.795,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.08,,,,,,,,,,,,,,91c2855c-c45c-4dda-befe-c75b9d0876ca,3736,,,"[50.7, 6.2]",303700,90,,,,2.769675,,Right Foot,,,,"[36.6, 11.7]",,Ground Pass,,15.134728,,,,,José Ángel Valdés Díaz,6705.0,,,,,,2,From Keeper,Takashi Inui,5687.0,Right Center Forward,176,Eibar,322,['cfb0f582-d6a7-4c83-be6e-95e1dcd0e3c9'],14,,,,,,,,,,,,,,,,,,,Eibar,322,00:45:14.875,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.84,,,,,,,,,,,,,,8e1a20e0-27de-49e8-8e09-2b771934258f,3740,,,"[34.8, 11.1]",303700,90,,,,-0.6075229,,Left Foot,,,,"[45.3, 3.8]",,Ground Pass,,12.788276,,,,,Takashi Inui,5687.0,,,,,,2,From Keeper,José Ángel Valdés Díaz,6705.0,Left Back,176,Eibar,322,['325266d0-7089-4426-a1ff-4dc080543582'],16,,,,,,,,,,,,,,,,,,,Eibar,322,00:45:16.755,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.639998,,,,,,,,,,,,,,b4eb5372-e87c-4bb3-8630-71f95bd976f8,3744,,,"[41.9, 3.2]",303700,90,,,,2.8154368,,Right Foot,,,,"[35.1, 5.5]",,Ground Pass,,7.17844,,,,,José Ángel Valdés Díaz,6705.0,,,,,,2,From Keeper,Takashi Inui,5687.0,Right Center Forward,176,Eibar,322,['d1282194-b433-492e-ac17-7f4d655b1618'],19,,,,,,,,,,,,,,,,,,,Eibar,322,00:45:19.275,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.361605,,,,,,,,,,,,,,25ed4707-504c-4281-afee-93894e9a33ee,3749,,,"[34.4, 0.1]",303700,90,,,,0.19491827,,,,,,"[57.7, 4.7]",,Low Pass,,23.749737,,,,,Enrique García Martínez,6711.0,,,,,Throw-in,2,From Throw In,José Ángel Valdés Díaz,6705.0,Left Back,177,Eibar,322,['d9318b09-32b0-4491-9422-36cdac5a5e7c'],36,,,,,,,,,,,,,,,,,,,Eibar,322,00:45:36.099,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.668081,,,,,,,,,,,,,,789de85e-54d3-427e-a45f-8048adab8a31,3753,,,"[58.2, 4.2]",303700,90,,,,1.5544044,,Right Foot,,,,"[58.4, 16.4]",,Ground Pass,,12.201639,,,Incomplete,,Takashi Inui,5687.0,,,,,,2,From Throw In,Enrique García Martínez,6711.0,Left Center Forward,177,Eibar,322,"['41cb14cd-298e-4650-8adc-d35c05c64f08', 'ba509263-58e5-4f32-ba9b-89ef2cf55196', 'ff6044fd-8447-4a56-ac01-0726de063653']",37,,,,,,,,,,,,,,,,,,,Eibar,322,00:45:37.500,Pass,True,2019/2020
,,,,,,,,,,,,,,,,0.761098,,,,,,,,,,,,,,41cb14cd-298e-4650-8adc-d35c05c64f08,3755,,,"[61.7, 63.7]",303700,90,,,,0.23425521,,Right Foot,,,,"[70.5, 65.8]",,Ground Pass,,9.047099,,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,Recovery,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,178,Barcelona,217,"['789de85e-54d3-427e-a45f-8048adab8a31', '80c93ccb-e177-4ec4-8e84-5415fcbcc0d1']",39,,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:39.168,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.623376,,,,,,,,,,,,,,18311b6a-f91c-4173-95ba-9a3594fad49d,3759,,,"[67.7, 66.9]",303700,90,,,,-1.2445413,,Left Foot,,,,"[72.2, 53.6]",,Ground Pass,,14.040655,,,,,Ivan Rakitić,5470.0,,,,,,2,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,178,Barcelona,217,"['13eeac1d-0f1f-41c9-a98a-bdb1fb0bca07', 'a4537f45-6af5-4506-a73d-a92a5c37b26b']",40,,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:40.894,Pass,True,2019/2020
,,,,,,,,,,,,,,,,1.300726,,,,,,,,,,,,,,149c653a-3f7c-4f01-90c1-629589b2e844,3765,,,"[77.1, 54.5]",303700,91,,,,1.6278771,,Left Foot,,,,"[76.5, 65.0]",,Ground Pass,,10.517129,,,,,Nélson Cabral Semedo,6374.0,,,,,Free Kick,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,179,Barcelona,217,['9d61b3fc-ec99-484d-94bb-17a6ed96a50a'],0,,,,,,,,,,,,,,,,,,,Barcelona,217,00:46:00.245,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.231744,,,,,,,,,,,,,,61ff13e5-fc87-465b-b236-a3e52ba3feb4,3768,,,"[76.5, 65.0]",303700,91,,,,-2.1527014,,Right Foot,,,,"[69.0, 53.6]",,Ground Pass,,13.645879,,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Free Kick,Nélson Cabral Semedo,6374.0,Right Back,179,Barcelona,217,['93f8f3c6-ccc9-429b-8864-3020d0f7fe6a'],1,,,,,,,,,,,,,,,,,,,Barcelona,217,00:46:01.786,Pass,,2019/2020
,,,,,,,,,,,,,,,,2.0947,,,,,,,,,,,,,,42cb2b80-7f64-4d9d-9faa-fcc2a08927cf,3775,,,"[73.5, 48.7]",303700,91,,,,-1.1675774,,Right Foot,,,,"[88.9, 12.6]",,High Pass,,39.247547,,,,,Jordi Alba Ramos,5211.0,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,179,Barcelona,217,['626d3b95-6cd4-47bf-a4a9-68b2afb2fc7c'],5,,,,,,,,,,,,,,,,,,,Barcelona,217,00:46:05.310,Pass,,2019/2020
,,,,,,,,,,,,,,,,2.236511,,,,,,,,,,,,,,3308c210-107d-4a0c-a00e-ce4d79a55d26,3778,,,"[88.9, 12.6]",303700,91,,,,0.16279759,,Right Foot,,,,"[109.6, 16.0]",,Ground Pass,,20.97737,,,,,Antoine Griezmann,5487.0,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,179,Barcelona,217,['58c2f2ec-98b1-4077-a646-61a652977640'],8,,,,,,,,,,,,,,,,,,,Barcelona,217,00:46:08.650,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.780415,,,,,,,,,,,,,,7a904660-04c0-4e34-898a-b7d12e5a43c1,3781,,,"[115.4, 10.4]",303700,91,,,,2.7386081,,Right Foot,,,,"[96.4, 18.5]",,Ground Pass,,20.65454,,,,,Ivan Rakitić,5470.0,,,,,,2,From Free Kick,Antoine Griezmann,5487.0,Left Wing,179,Barcelona,217,['d4138669-79ec-491c-80d4-f0ee55080e91'],12,,,,,,,,,,,,,,,,,,,Barcelona,217,00:46:12.217,Pass,,2019/2020
